laporan,label
tanah longsor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
jembatan ambruk terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
rumput liar tumbuh di trotoar,Reguler
tanaman besar tumbang terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
banyak jalan berlubang di desa kopo dengan kedalaman lebih dari 50cm mengganggu arus lalu lintas,Prioritas
banyak jalan berlubang di desa kopo dengan kedalaman lebih dari 50cm mengganggu arus lalu lintas,Prioritas
banjir parah terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
rumput liar tumbuh di trotoar,Reguler
rumput liar tumbuh di trotoar,Reguler
kebakaran hutan terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
api hutan terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
parkir liar di depan bangunan terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
graffiti di tembok terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
akses jalan utama rusak berat terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
akses jalan utama rusak berat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
parkir liar di depan bangunan terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
kabel listrik terbuka terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di jalan raya utama katapang mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
terbakar hutan terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
selokan tersumbat terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
papan nama jalan sudah tidak terbaca,Reguler
papan nama ruas jalan sudah tidak terbaca,Reguler
sampah berserakan di jalan dekat pasar,Reguler
sampah berserakan di jalan dekat pasar,Reguler
pohon tumbang terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
tanaman besar tumbang terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
parkir liar di depan hunian terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
rumput liar tumbuh di trotoar,Reguler
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
rumput liar tumbuh di trotoar,Reguler
rumput liar tumbuh di trotoar,Reguler
tanaman besar jatuh terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
papan nama ruas jalan sudah tidak terbaca,Reguler
papan nama jalan sudah tidak terbaca,Reguler
lampu jalan mati terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
tanah longsor terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
papan nama akses jalan sudah tidak terbaca,Reguler
api hutan terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
tiang listrik patah dan hampir menimpa bangunan warga,Prioritas
tanah longsor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
lampu jalan mati di beberapa titik,Reguler
lampu jalan mati di beberapa titik,Reguler
tanah longsor terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
jalan berlubang kecil terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
gas bocor terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
papan nama jalan sudah tidak terbaca,Reguler
gas bocor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
lampu jalan mati terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
jembatan penghubung desa terancam ambruk,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
air meluap setinggi 1 meter menggenangi pemukiman warga,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
kabel listrik terbuka terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
rumput liar tumbuh di trotoar,Reguler
pepohonan jatuh terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
pepohonan jatuh terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
jalan raya utama rusak berat terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
jalan berlubang kecil terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
jalan raya berlubang kecil terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di jalan raya utama katapang mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi di ruas jalan utama katapang mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di akses jalan utama katapang mohon segera ditindaklanjuti,Reguler
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
kucing liar mengganggu terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di ruas jalan utama katapang mohon segera ditindaklanjuti,Reguler
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
ruas jalan utama rusak berat terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
ruas jalan utama rusak berat terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
lampu jalan mati di beberapa titik,Reguler
lampu jalan mati di beberapa titik,Reguler
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
tanah longsor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
terbakar hutan terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
terbakar hutan terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
lampu ruas jalan mati di beberapa titik,Reguler
lampu jalan mati di beberapa titik,Reguler
sampah berserakan di jalan dekat pasar,Reguler
sampah berserakan di jalan dekat pasar,Reguler
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
tanah longsor terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
ledakan kecil terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
jalan berlubang kecil terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
jalan raya berlubang kecil terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
pohon jatuh terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
pohon jatuh terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
air meluap parah terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
lampu akses jalan mati terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
lampu ruas jalan mati terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
pohon jatuh terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
pohon jatuh terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
selokan tersumbat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
papan nama jalan raya sudah tidak terbaca,Reguler
papan nama jalan sudah tidak terbaca,Reguler
air keruh dari pdam terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
parkir liar di depan rumah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
akses jalan utama rusak berat terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
lampu jalan mati di beberapa titik,Reguler
lampu jalan mati di beberapa titik,Reguler
genangan air parah terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
rumput liar tumbuh di trotoar,Reguler
rumput liar tumbuh di trotoar,Reguler
tanah longsor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di akses jalan utama katapang mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
ledakan kecil terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
kabel listrik terbuka terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
pohon jatuh terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
tanaman besar tumbang terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
api membakar lahan kosong dekat pemukiman,Prioritas
api membakar lahan kosong dekat pemukiman,Prioritas
suara bising malam hari terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di akses jalan utama katapang mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
genangan air setinggi 1 meter menggenangi pemukiman warga,Prioritas
genangan air setinggi 1 meter menggenangi pemukiman warga,Prioritas
pohon tumbang terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
pohon roboh terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
lampu ruas jalan mati terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
ledakan kecil terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
parkir liar di depan bangunan terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
tiang listrik patah dan hampir menimpa bangunan warga,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
ledakan kecil terjadi di akses jalan utama katapang mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
kucing liar mengganggu terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
genangan banjir setinggi lutut dewasa di permukiman selama 3 hari berturutturut,Prioritas
genangan genangan air setinggi lutut dewasa di permukiman selama 3 hari berturutturut,Prioritas
tanah longsor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di jalan raya utama katapang mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
gedung retak pasca gempa terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
rumput liar tumbuh di trotoar,Reguler
rumput liar tumbuh di trotoar,Reguler
air keruh dari pdam terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
saluran air tersumbat oleh daun kering,Reguler
saluran air tersumbat oleh daun kering,Reguler
gedung retak pasca gempa terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di akses jalan utama katapang mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di ruas jalan utama katapang mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
jalan utama desa kopo ambles sedalam 2 meter mengganggu akses ambulans,Prioritas
jalan utama desa kopo ambles sedalam 2 meter mengganggu akses ambulans,Prioritas
rumput taman tidak dipotong terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
terbakar hutan terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
air meluap setinggi 1 meter menggenangi pemukiman warga,Prioritas
selokan tersumbat terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
lubang kecil diameter 15cm di jalan kampung,Reguler
lubang kecil diameter 15cm di jalan kampung,Reguler
air keruh dari pdam terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
lampu ruas jalan mati terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
suara bising malam hari terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
parkir liar di depan hunian terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
parkir liar di depan bangunan terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
jembatan ambruk terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
